[0.7, 0.1, 0.0, 0, 3155.0]
[0.7, 0.1, 0.1, 97, 3061.5]
[0.7, 0.1, 0.2, 90, 2937.0]
[0.7, 0.1, 0.30000000000000004, 85, 3001.0]
[0.7, 0.1, 0.4, 87, 2898.5]
[0.7, 0.2, 0.0, 38, 3132.0]
[0.7, 0.2, 0.1, 95, 2959.0]
[0.7, 0.2, 0.2, 93, 2982.5]
[0.7, 0.2, 0.30000000000000004, 89, 3022.0]
[0.7, 0.2, 0.4, 82, 2907.5]
[0.7, 0.3, 0.0, 0, 3131.0]
[0.7, 0.3, 0.1, 92, 3040.5]
[0.7, 0.3, 0.2, 94, 2821.5]
[0.7, 0.3, 0.30000000000000004, 86, 2936.5]
[0.7, 0.3, 0.4, 74, 2888.0]
[0.7, 0.33, 0.0, 0, 3059.5]
[0.7, 0.33, 0.1, 95, 2954.0]
[0.7, 0.33, 0.2, 93, 2862.5]
[0.7, 0.33, 0.30000000000000004, 80, 3062.0]
[0.7, 0.33, 0.4, 81, 3025.5]
[0.7, 0.4, 0.0, 0, 3077.5]
[0.7, 0.4, 0.1, 91, 2735.5]
[0.7, 0.4, 0.2, 84, 3006.0]
[0.7, 0.4, 0.30000000000000004, 90, 2993.5]
[0.7, 0.4, 0.4, 72, 3017.0]
[0.7, 0.44, 0.0, 0, 3165.0]
[0.7, 0.44, 0.1, 78, 3151.0]
[0.7, 0.44, 0.2, 92, 3253.0]
[0.7, 0.44, 0.30000000000000004, 81, 3046.5]
[0.7, 0.44, 0.4, 72, 2982.0]
[0.8, 0.1, 0.0, 0, 3022.5]
[0.8, 0.1, 0.1, 96, 2939.5]
[0.8, 0.1, 0.2, 95, 3097.0]
[0.8, 0.1, 0.30000000000000004, 82, 2940.5]
[0.8, 0.1, 0.4, 80, 2937.0]
[0.8, 0.2, 0.0, 44, 3164.0]
[0.8, 0.2, 0.1, 92, 2892.0]
[0.8, 0.2, 0.2, 94, 3091.5]
[0.8, 0.2, 0.30000000000000004, 90, 3042.5]
[0.8, 0.2, 0.4, 81, 2747.0]
[0.8, 0.3, 0.0, 0, 3145.0]
[0.8, 0.3, 0.1, 89, 3000.0]
[0.8, 0.3, 0.2, 89, 2968.5]
[0.8, 0.3, 0.30000000000000004, 87, 3152.5]
[0.8, 0.3, 0.4, 85, 2961.0]
[0.8, 0.33, 0.0, 0, 3050.5]
[0.8, 0.33, 0.1, 90, 3152.5]
[0.8, 0.33, 0.2, 95, 2911.5]
[0.8, 0.33, 0.30000000000000004, 80, 3022.0]
[0.8, 0.33, 0.4, 70, 3038.0]
[0.8, 0.4, 0.0, 0, 3287.0]
[0.8, 0.4, 0.1, 96, 3041.0]
[0.8, 0.4, 0.2, 89, 3100.0]
[0.8, 0.4, 0.30000000000000004, 88, 3096.0]
[0.8, 0.4, 0.4, 71, 2831.5]
[0.8, 0.44, 0.0, 0, 3281.0]
[0.8, 0.44, 0.1, 94, 3137.0]
[0.8, 0.44, 0.2, 87, 3236.5]
[0.8, 0.44, 0.30000000000000004, 77, 2942.0]
[0.8, 0.44, 0.4, 70, 2911.5]
[0.9, 0.1, 0.0, 1, 3169.0]
[0.9, 0.1, 0.1, 95, 2839.5]
[0.9, 0.1, 0.2, 95, 2986.0]
[0.9, 0.1, 0.30000000000000004, 89, 3165.0]
[0.9, 0.1, 0.4, 81, 2736.0]
[0.9, 0.2, 0.0, 36, 3158.5]
[0.9, 0.2, 0.1, 93, 2861.0]
[0.9, 0.2, 0.2, 90, 3006.5]
[0.9, 0.2, 0.30000000000000004, 86, 2920.5]
[0.9, 0.2, 0.4, 87, 3019.5]
[0.9, 0.3, 0.0, 0, 2988.5]
[0.9, 0.3, 0.1, 94, 2993.5]
[0.9, 0.3, 0.2, 91, 3053.0]
[0.9, 0.3, 0.30000000000000004, 79, 3019.5]
[0.9, 0.3, 0.4, 79, 3052.0]
[0.9, 0.33, 0.0, 4, 3079.0]
[0.9, 0.33, 0.1, 97, 2958.0]
[0.9, 0.33, 0.2, 90, 2927.5]
[0.9, 0.33, 0.30000000000000004, 83, 2843.5]
[0.9, 0.33, 0.4, 73, 3021.5]
[0.9, 0.4, 0.0, 30, 3077.5]
[0.9, 0.4, 0.1, 91, 3037.0]
[0.9, 0.4, 0.2, 90, 3020.0]
[0.9, 0.4, 0.30000000000000004, 79, 3319.0]
[0.9, 0.4, 0.4, 69, 3079.0]
[0.9, 0.44, 0.0, 0, 2967.0]
[0.9, 0.44, 0.1, 84, 3047.5]
[0.9, 0.44, 0.2, 91, 3100.0]
[0.9, 0.44, 0.30000000000000004, 79, 3151.0]
[0.9, 0.44, 0.4, 64, 2983.5]
