1,1,100,12,36.0,2,22,0.09
2,2,100,12,89.5,5,60,0.08
3,3,100,12,125.0,5,78,0.06
4,4,100,12,155.0,5,91,0.05
5,5,100,12,198.5,5,117,0.04
6,6,100,12,224.5,5,129,0.04
7,7,100,12,273.0,8,163,0.05
8,8,100,12,294.0,8,170,0.05
9,9,100,12,325.0,8,184,0.04
10,10,100,12,359.0,8,201,0.04
11,11,100,12,384.5,8,212,0.04
12,12,100,12,404.5,9,220,0.04
13,13,100,12,449.0,9,246,0.04
14,14,100,12,465.0,9,250,0.04
15,15,100,12,502.0,10,271,0.04
16,16,100,12,523.0,10,278,0.04
17,17,100,12,547.0,10,286,0.03
18,18,100,12,580.0,10,303,0.03
19,19,100,12,611.0,11,321,0.03
20,20,100,12,644.0,11,338,0.03
21,21,100,12,669.0,11,349,0.03
22,22,100,12,689.0,11,355,0.03
23,23,100,12,713.5,11,366,0.03
24,24,100,12,732.5,11,371,0.03
25,25,100,12,763.0,11,384,0.03
26,26,100,12,803.0,11,405,0.03
27,27,100,12,827.0,12,416,0.03
28,28,100,12,861.0,12,433,0.03
29,29,100,12,884.0,12,441,0.03
30,30,100,12,907.0,13,450,0.03
31,31,100,12,937.5,13,463,0.03
32,32,100,12,970.5,13,478,0.03
33,33,100,12,999.5,13,491,0.03
34,34,100,12,1025.0,13,502,0.03
35,35,100,12,1055.0,13,515,0.03
36,36,100,12,1086.0,13,528,0.02
36,37,100,0.5,1113.5,13,549,0.02
37,38,100,12,1141.5,13,562,0.02
38,39,100,12,1177.0,13,579,0.02
39,40,100,12,1211.0,13,594,0.02
40,41,100,12,1239.0,14,607,0.02
41,42,100,12,1278.0,14,628,0.02
42,43,100,12,1306.5,14,641,0.02
43,44,100,12,1331.5,14,652,0.02
44,45,100,12,1361.0,16,668,0.02
45,46,100,12,1383.0,17,677,0.03
46,47,100,12,1402.0,17,682,0.02
47,48,100,12,1430.5,17,694,0.02
48,49,100,12,1455.0,17,705,0.02
49,50,100,12,1485.0,17,718,0.02
50,51,100,12,1508.5,17,727,0.02
51,52,100,12,1541.5,17,743,0.02
52,53,100,12,1572.5,17,755,0.02
53,54,100,12,1589.0,17,761,0.02
54,55,100,12,1619.5,17,778,0.02
55,56,100,12,1641.5,17,784,0.02
56,57,100,12,1665.0,17,794,0.02
57,58,100,12,1697.0,17,808,0.02
58,59,100,12,1717.0,17,814,0.02
59,60,100,12,1749.0,17,830,0.02
60,61,100,12,1776.0,19,846,0.02
61,62,100,12,1801.5,20,858,0.02
62,63,100,12,1823.0,20,865,0.02
63,64,100,12,1861.5,20,888,0.02
64,65,100,12,1893.5,20,902,0.02
65,66,100,12,1923.5,20,915,0.02
66,67,100,12,1957.0,20,930,0.02
67,68,100,12,1991.5,21,949,0.02
67,69,100,2,2014.0,23,970,0.02
68,70,100,12,2038.0,23,979,0.02
69,71,100,12,2066.0,23,990,0.02
70,72,100,12,2095.5,23,1004,0.02
71,73,100,12,2126.5,24,1021,0.02
72,74,100,12,2144.5,24,1025,0.02
73,75,100,12,2166.5,24,1031,0.02
73,76,100,1,2201.5,24,1057,0.02
74,77,100,12,2231.5,24,1070,0.02
75,78,100,12,2264.5,24,1087,0.02
76,79,100,12,2298.5,25,1106,0.02
77,80,100,12,2330.5,26,1122,0.02
78,81,100,12,2355.5,28,1133,0.02
79,82,100,12,2384.5,29,1146,0.03
80,83,100,12,2407.5,29,1155,0.03
81,84,100,12,2439.5,29,1172,0.02
82,85,100,12,2473.5,29,1186,0.02
83,86,100,12,2513.5,29,1208,0.02
84,87,100,12,2538.5,30,1219,0.02
85,88,100,12,2571.5,31,1234,0.03
86,89,100,12,2604.5,33,1253,0.03
87,90,100,12,2630.5,33,1262,0.03
88,91,100,12,2653.5,33,1271,0.03
89,92,100,12,2686.5,33,1288,0.03
90,93,100,12,2708.5,33,1296,0.03
91,94,100,12,2731.5,33,1304,0.03
92,95,100,12,2767.0,33,1320,0.03
93,96,100,12,2793.0,33,1330,0.02
94,97,100,12,2826.0,33,1347,0.02
95,98,100,12,2848.0,33,1353,0.02
96,99,100,12,2877.0,33,1365,0.02
97,100,100,12,2899.0,33,1372,0.02
